Table 3,ANZSOC Division,ANZSOC Subdivision,Year Month,Proceedings,Age Group,Age Group 5Yr Band,ANZSOC Group,ANZSOC_DIVISION_CD,ANZSOC_GROUP_CD,ANZSOC_SUBDIVISION_CD,Ethnic Group,Ethnicity,Method of Proceeding,Months Ago,Mop Division,Mop Group,Mop Subdivision,Number of Records,Person/Organisation,SEX,Ytd Month
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jun2023,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-36,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,0
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2023,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-35,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2023,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Formal Warning,-30,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2022,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,Formal Warning,-53,Non-Court Action,Formal Warning,Formal Warning,1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2025,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-6,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2025,2,55-59,55 - 59 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-6,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2019,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-87,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2017,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2019,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-87,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,45-49,45 - 49 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2017,1,60-64,60 - 64 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,60-64,60 - 64 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2018,1,60-64,60 - 64 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-99,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Mar2019,1,75-79,75 - 79 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-87,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,9
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2019,1,25-29,25 - 29 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-86,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2017,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2018,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-98,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2019,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,-86,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2018,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,-98,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2017,1,70-74,70 - 74 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2021,1,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,Indian,Indian,Court Action,-54,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Dec2020,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,Indian,Indian,Court Action,-66,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,6
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Feb2021,1,20-24,20 - 24 years inclusive,Produce or distribute child abuse material,3,341,34,Indian,Indian,Court Action,-64,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,8
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2020,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,Indian,Indian,Court Action,-74,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jun2021,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Court Action,-60,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,0
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2020,1,30-34,30 - 34 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Court Action,-71,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jul2020,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-71,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,1
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2022,1,30-34,30 - 34 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-46,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Aug2020,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-70,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,2
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Sep2020,1,50-54,50 - 54 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Court Action,-69,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,3
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2021,1,20-24,20 - 24 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-56,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2020,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-68,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2020,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,Court Action,-68,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2020,1,50-54,50 - 54 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-68,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2022,1,55-59,55 - 59 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-44,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2022,1,65-69,65 - 69 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,Court Action,-44,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2014,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2015,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2015,1,40-44,40 - 44 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2016,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2014,2,45-49,45 - 49 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2016,1,55-59,55 - 59 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2026,1,20-24,20 - 24 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-1,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2021,1,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,Court Action,-61,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,May2022,1,30-34,30 - 34 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Court Action,-49,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,11
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2026,1,80yearsorover,80 years or over,Possess or access child abuse material,3,342,34,Other Ethnicities,Latin American/Hispanic,Court Action,-2,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,10
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,2,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,1,25-29,25 - 29 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2014,1,35-39,35 - 39 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,1,35-39,35 - 39 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,1,40-44,40 - 44 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2014,1,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,1,45-49,45 - 49 years inclusive,Produce or distribute child abuse material,3,341,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2015,2,45-49,45 - 49 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Oct2014,1,70-74,70 - 74 years inclusive,Possess or access child abuse material,3,342,34,European,European,Court Action,,Court Action,Prosecution,Court Action N.E.C.,1,Person,Male,4
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2020,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Maori,Maori,"Non-Court Action, N.F.D.",-77,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Feb2018,1,10-14,10 - 14 years inclusive,Possess or access child abuse material,3,342,34,Maori,Maori,"Non-Court Action, N.F.D.",,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,8
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2026,1,10-14,10 - 14 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,"Non-Court Action, N.F.D.",-5,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jan2019,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Not Stated,Not Stated,"Non-Court Action, N.F.D.",-89,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,7
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Jun2017,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,"Non-Court Action, N.F.D.",,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,0
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Nov2016,1,15-19,15 - 19 years inclusive,Produce or distribute child abuse material,3,341,34,Pacific Island,Pacific Island,"Non-Court Action, N.F.D.",,Non-Court Action,"Youth Aid, N.F.D.","Non-Court Action, N.F.D.",1,Person,Male,5
3 Age Ethnicity Sex,Sexual Offences,Child abuse material offences,Apr2022,1,15-19,15 - 19 years inclusive,Possess or access child abuse material,3,342,34,Not Stated,Not Stated,Informal Warning,-50,Non-Court Action,Informal Warning,Informal Warning,1,Person,Male,10
